,date,ticker,name,volume,model,signal,price,take_profit,stop_loss,exit,success,mean,median,tscore,trades,days
0,2020-02-14T00:00:00.000Z,A,"Agilent Technologies, Inc.",1952297,ADOSC[3_10]_crosses_0_level,Buy,85.82,86.82922589511615,83.80154820976766,1:2_ATR[20],0.8,0.008154433879851063,0.01916386747721508,1.6509497452301956,25,7.4
1,2020-02-14T00:00:00.000Z,A,"Agilent Technologies, Inc.",1952297,BBANDS[5_1_1]_breakout,Buy,85.82,86.82922589511615,82.7923223146515,1:3_ATR[20],0.8108108108108109,0.006823240488850288,0.01775681403138234,2.034241069685879,74,8.27027027027027
2,2020-02-14T00:00:00.000Z,A,"Agilent Technologies, Inc.",1952297,TRIMA[20]_price_crossover,Buy,85.82,86.82922589511615,83.80154820976766,1:2_ATR[20],0.7894736842105263,0.00901231166204654,0.019905932484715803,1.4887606654587973,19,7.894736842105263
3,2020-02-14T00:00:00.000Z,A,"Agilent Technologies, Inc.",1952297,TRIMA[20]_price_crossover,Buy,85.82,86.82922589511615,82.7923223146515,1:3_ATR[20],0.8421052631578947,0.010152774719787127,0.020795106284663606,1.501477341121236,19,8.68421052631579
4,2020-02-14T00:00:00.000Z,A,"Agilent Technologies, Inc.",1952297,TRIMA[20]_price_crossover,Buy,85.82,,,exit_after_5_days,0.7894736842105263,0.014375196694600472,0.015598644301265825,3.148287378306809,19,7.105263157894737
5,2020-02-14T00:00:00.000Z,AA,Alcoa Corp.,4292019,STOCHF[14_3]_K_crosses_D_line,Sell,15.67,14.660774104883833,16.679225895116165,1:1_ATR[20],0.8,0.021484376937510753,0.03577417379772084,2.5290046601812066,15,4.6
6,2020-02-14T00:00:00.000Z,AA,Alcoa Corp.,4292019,STOCHF[14_3]_K_crosses_D_line,Sell,15.67,14.660774104883833,17.68845179023233,1:2_ATR[20],0.8666666666666667,0.022534450656660054,0.03619422304667825,2.1070860588687266,15,6.133333333333334
7,2020-02-14T00:00:00.000Z,AA,Alcoa Corp.,4292019,STOCHF[14_3]_K_crosses_D_line,Sell,15.67,14.660774104883833,18.6976776853485,1:3_ATR[20],0.8666666666666667,0.017057131555445956,0.03619422304667825,1.1933279297869135,15,6.266666666666667
8,2020-02-14T00:00:00.000Z,AAL,American Airlines Group Inc.,5484438,STOCH[14_2_5]_K_crosses_D_line,Sell,29.2,28.190774104883833,31.218451790232333,1:2_ATR[20],0.8095238095238095,0.011455798079038723,0.02886472885075235,1.1563462971037364,21,7.9523809523809526
9,2020-02-14T00:00:00.000Z,AAON,"AAON, Inc.",110248,ZIGZAGHL[10_10_0_5]_trend_follow,Buy,57.08,58.089225895116165,55.061548209767665,1:2_ATR[20],0.8301886792452831,0.011439635608470231,0.021899253844899276,2.898736512249173,53,6.811320754716981
10,2020-02-14T00:00:00.000Z,AAON,"AAON, Inc.",110248,ZIGZAGHL[10_10_0_5]_trend_follow,Buy,57.08,58.089225895116165,54.0523223146515,1:3_ATR[20],0.8301886792452831,0.007358736809072426,0.021899253844899276,1.39856944259365,53,7.188679245283019
11,2020-02-14T00:00:00.000Z,AAON,"AAON, Inc.",110248,ZIGZAGHL[3_3_0_10]_trend_follow,Buy,57.08,58.089225895116165,55.061548209767665,1:2_ATR[20],0.8163265306122449,0.01001218668233548,0.0218830863407472,2.384784849653337,49,6.8979591836734695
12,2020-02-14T00:00:00.000Z,AAON,"AAON, Inc.",110248,ZIGZAGHL[3_3_0_10]_trend_follow,Buy,57.08,58.089225895116165,54.0523223146515,1:3_ATR[20],0.8163265306122449,0.005598153287068464,0.0218830863407472,0.9973303211700175,49,7.3061224489795915
13,2020-02-14T00:00:00.000Z,AAON,"AAON, Inc.",110248,ZIGZAGHL[5_15_0_7]_mean_reversion,Sell,57.08,56.07077410488383,60.1076776853485,1:3_ATR[20],0.8333333333333334,0.009189330533747512,0.023361478007438666,1.461738209825015,30,6.8
14,2020-02-14T00:00:00.000Z,AAT,"American Assets Trust, Inc.",859075,CMO[21]_crosses_0_level,Buy,46.67,47.67922589511617,43.6423223146515,1:3_ATR[20],0.9,0.011567083323367481,0.017389486795280185,3.3758563496150296,30,8.866666666666667
15,2020-02-14T00:00:00.000Z,AAT,"American Assets Trust, Inc.",859075,EMA[100]_price_crossover,Buy,46.67,47.67922589511617,44.65154820976767,1:2_ATR[20],0.8,0.0070232308059129086,0.015548038541950842,1.2339587721560754,15,6.333333333333333
16,2020-02-14T00:00:00.000Z,AAT,"American Assets Trust, Inc.",859075,EMA[50]_price_crossover,Buy,46.67,47.67922589511617,44.65154820976767,1:2_ATR[20],0.8125,0.00845199225096278,0.0171912837226542,2.256798897572206,32,5.40625
17,2020-02-14T00:00:00.000Z,AAT,"American Assets Trust, Inc.",859075,EMA[50]_price_crossover,Buy,46.67,47.67922589511617,43.6423223146515,1:3_ATR[20],1.0,0.018338987521683343,0.017681544676384466,35.51064412514522,32,6.34375
18,2020-02-14T00:00:00.000Z,AAT,"American Assets Trust, Inc.",859075,EMA[50]_price_crossover,Buy,46.67,,,exit_after_3_days,0.7575757575757576,0.008261266122256835,0.0065262533372886355,3.0278848346609175,33,4.545454545454546
19,2020-02-14T00:00:00.000Z,AAT,"American Assets Trust, Inc.",859075,EMA[50]_price_crossover,Buy,46.67,,,exit_after_5_days,0.75,0.011859915819837636,0.013603237468013552,3.429017397354733,32,7.25
20,2020-02-14T00:00:00.000Z,AAT,"American Assets Trust, Inc.",859075,TRIMA[100]_price_crossover,Buy,46.67,47.67922589511617,44.65154820976767,1:2_ATR[20],0.8125,0.0068134793467715254,0.015232796449965735,1.2476486697206388,16,6.125
21,2020-02-14T00:00:00.000Z,AAT,"American Assets Trust, Inc.",859075,TRIMA[100]_price_crossover,Buy,46.67,47.67922589511617,43.6423223146515,1:3_ATR[20],0.9375,0.013613223493353144,0.016779082329650807,3.4153689317534255,16,7.3125
22,2020-02-14T00:00:00.000Z,AAT,"American Assets Trust, Inc.",859075,TRIMA[100]_price_crossover,Buy,46.67,,,exit_after_5_days,0.8125,0.010578894165761486,0.010036297516437705,2.6585456748489285,16,7.3125
23,2020-02-14T00:00:00.000Z,AAT,"American Assets Trust, Inc.",859075,WMA[100]_price_crossover,Buy,46.67,47.67922589511617,44.65154820976767,1:2_ATR[20],0.7727272727272727,0.005669405625683298,0.016380839897041425,1.1450903264860506,22,5.7272727272727275
24,2020-02-14T00:00:00.000Z,AAT,"American Assets Trust, Inc.",859075,WMA[100]_price_crossover,Buy,46.67,47.67922589511617,43.6423223146515,1:3_ATR[20],1.0,0.018184734868007355,0.017846055776209117,30.676688663312163,22,7.5
25,2020-02-14T00:00:00.000Z,AAT,"American Assets Trust, Inc.",859075,WMA[100]_price_crossover,Buy,46.67,,,exit_after_1_days,0.782608695652174,0.0046827049575083315,0.004674883127921726,2.2746507648659384,23,1.4782608695652173
26,2020-02-14T00:00:00.000Z,AAWW,Atlas Air Worldwide Holdings,441060,CDLMARUBOZU_breakout,Buy,27.31,28.319225895116166,25.291548209767665,1:2_ATR[20],0.8,0.01997334194805906,0.04141932935506575,1.6727835303427772,15,7.933333333333334
27,2020-02-14T00:00:00.000Z,AAWW,Atlas Air Worldwide Holdings,441060,CDLMARUBOZU_breakout,Buy,27.31,28.319225895116166,24.2823223146515,1:3_ATR[20],0.8666666666666667,0.028446084590416157,0.04141932935506575,2.846175833508727,15,8.733333333333333
